query acc.ver,subject acc.ver,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score,% positives
seq_101_iron_aquisition-siderophore_transport,WP_011050014.1,46.698,212,110,1,1,212,6,214,1.5800000000000001e-58,194.0,69.34
seq_101_iron_aquisition-siderophore_transport,WP_002865902.1,36.864,236,134,5,1,224,1,233,1.78e-36,134.0,58.9
seq_101_iron_aquisition-siderophore_transport,WP_002853259.1,36.864,236,134,5,1,224,1,233,3.55e-36,134.0,58.9
seq_101_iron_aquisition-siderophore_transport,AAW35106.1,37.615,218,130,4,4,218,6,220,3.84e-35,130.0,58.72
seq_101_iron_aquisition-siderophore_transport,WP_002856849.1,33.333,312,176,9,1,285,1,307,9.240000000000001e-35,132.0,54.49
seq_101_iron_aquisition-siderophore_transport,WP_002893140.1,33.333,312,176,9,1,285,1,307,1.24e-34,132.0,54.49
seq_101_iron_aquisition-siderophore_transport,WP_002852619.1,33.333,312,176,9,1,285,1,307,1.3e-34,132.0,54.49
seq_101_iron_aquisition-siderophore_transport,WP_002856856.1,36.245,229,142,3,1,227,1,227,1.4499999999999999e-34,129.0,59.39
seq_101_iron_aquisition-siderophore_transport,ABV52041.1,37.156,218,131,4,4,218,6,220,1.78e-34,129.0,58.72
seq_101_iron_aquisition-siderophore_transport,AAA02918.1,36.441,236,135,5,1,224,1,233,1.85e-34,129.0,58.05
seq_101_iron_aquisition-siderophore_transport,WP_002858600.1,37.156,218,131,4,4,218,6,220,2.4999999999999997e-34,129.0,58.72
seq_101_iron_aquisition-siderophore_transport,WP_011049810.1,36.564,227,140,3,1,225,1,225,2.67e-34,128.0,59.47
seq_101_iron_aquisition-siderophore_transport,WP_002877347.1,36.123,227,141,3,1,225,1,225,3.87e-34,128.0,59.47
seq_101_iron_aquisition-siderophore_transport,WP_002858785.1,36.123,227,141,3,1,225,1,225,4.57e-34,127.0,59.47
seq_101_iron_aquisition-siderophore_transport,WP_002866826.1,35.443,237,125,6,1,216,1,230,2.72e-33,129.0,53.59
seq_101_iron_aquisition-siderophore_transport,ETJ84600.1,32.997,297,167,9,16,285,1,292,1.3300000000000002e-31,123.0,54.21
seq_101_iron_aquisition-siderophore_transport,WP_012006736.1,36.41,195,117,2,16,209,17,205,6.5900000000000004e-31,117.0,55.9
seq_101_iron_aquisition-siderophore_transport,WP_002856386.1,40.11,182,105,4,16,195,18,197,1.1e-30,117.0,59.89
seq_101_iron_aquisition-siderophore_transport,WP_002853534.1,40.11,182,105,4,16,195,18,197,1.1299999999999999e-30,117.0,59.89
seq_101_iron_aquisition-siderophore_transport,WP_002867385.1,35.897,195,118,2,16,209,17,205,1.09e-27,108.0,56.92
seq_101_iron_aquisition-siderophore_transport,WP_010891917.1,35.897,195,118,2,16,209,17,205,2.4900000000000002e-27,107.0,56.41
seq_101_iron_aquisition-siderophore_transport,WP_002852807.1,35.897,195,118,2,16,209,17,205,3.2600000000000004e-27,107.0,56.41
seq_101_iron_aquisition-siderophore_transport,WP_002867742.1,37.688,199,112,6,24,219,25,214,1.15e-26,108.0,56.28
seq_101_iron_aquisition-siderophore_transport,WP_002854406.1,37.688,199,112,6,24,219,25,214,1.3600000000000002e-26,107.0,56.28
seq_101_iron_aquisition-siderophore_transport,WP_010891842.1,33.475,236,124,6,1,235,2,205,2.2e-26,107.0,53.39
seq_101_iron_aquisition-siderophore_transport,WP_011812693.1,33.475,236,124,6,1,235,2,205,2.2600000000000002e-26,107.0,53.39
seq_101_iron_aquisition-siderophore_transport,ETJ83153.1,33.475,236,124,6,1,235,1,204,2.4600000000000002e-26,107.0,53.39
seq_101_iron_aquisition-siderophore_transport,AHK51526.1,33.475,236,124,6,1,235,1,204,2.5600000000000002e-26,107.0,53.39
seq_101_iron_aquisition-siderophore_transport,WP_072238660.1,33.475,236,124,6,1,235,2,205,5.89e-26,106.0,53.39
seq_101_iron_aquisition-siderophore_transport,ABV51766.1,33.475,236,124,6,1,235,1,204,6.54e-26,106.0,53.39
seq_101_iron_aquisition-siderophore_transport,WP_004308379.1,35.294,204,122,3,19,220,20,215,2.08e-25,104.0,53.43
seq_101_iron_aquisition-siderophore_transport,WP_002816233.1,35.294,204,122,3,19,220,20,215,4.32e-25,103.0,53.43
seq_101_iron_aquisition-siderophore_transport,WP_002776579.1,32.719,217,138,3,4,218,6,216,2.1599999999999998e-23,99.4,57.6
seq_101_iron_aquisition-siderophore_transport,WP_002831397.1,32.258,217,139,3,4,218,6,216,7.29e-23,97.8,57.14
seq_101_iron_aquisition-siderophore_transport,WP_002851414.1,34.314,204,116,5,5,198,6,201,8.91e-23,95.5,50.98
seq_101_iron_aquisition-siderophore_transport,WP_002868882.1,33.816,207,113,5,5,198,6,201,1.44e-22,94.7,50.24
seq_101_iron_aquisition-siderophore_transport,WP_002860093.1,34.314,204,116,5,5,198,6,201,2.47e-22,94.4,50.49
seq_101_iron_aquisition-siderophore_transport,WP_002793288.1,32.258,217,139,3,4,218,6,216,3.44e-22,95.9,57.14
seq_101_iron_aquisition-siderophore_transport,WP_002866848.1,33.824,204,117,5,5,198,6,201,3.59e-22,93.6,50.98
seq_101_iron_aquisition-siderophore_transport,WP_002877063.1,31.308,214,123,6,12,214,360,560,2.5300000000000003e-21,95.9,55.61
seq_101_iron_aquisition-siderophore_transport,WP_002858308.1,30.841,214,124,6,12,214,360,560,4.58e-21,94.7,55.14
seq_101_iron_aquisition-siderophore_transport,WP_002869380.1,30.841,214,124,6,12,214,360,560,4.6200000000000005e-21,94.7,55.61
seq_101_iron_aquisition-siderophore_transport,WP_002852830.1,30.841,214,124,6,12,214,364,564,4.77e-21,94.7,55.14
seq_101_iron_aquisition-siderophore_transport,AAW34617.1,32.857,210,133,3,11,218,1,204,1.06e-20,91.3,57.14
seq_101_iron_aquisition-siderophore_transport,WP_002866772.1,30.396,227,148,5,1,222,1,222,1.93e-20,89.0,52.42
seq_101_iron_aquisition-siderophore_transport,WP_002867308.1,30.396,227,148,5,1,222,1,222,2.12e-20,89.0,51.98
seq_101_iron_aquisition-siderophore_transport,WP_002856278.1,30.396,227,148,5,1,222,1,222,2.49e-20,88.6,51.98
seq_101_iron_aquisition-siderophore_transport,WP_002867213.1,30.435,207,134,5,12,214,360,560,3.81e-20,92.0,56.52
seq_101_iron_aquisition-siderophore_transport,WP_002858409.1,29.956,227,149,5,1,222,1,222,3.82e-20,88.2,51.98
seq_101_iron_aquisition-siderophore_transport,WP_014516904.1,30.263,228,121,8,16,228,18,222,4.5e-20,88.6,53.07
seq_101_iron_aquisition-siderophore_transport,WP_002866752.1,30.131,229,120,8,16,228,18,222,1.28e-19,87.4,53.28
seq_101_iron_aquisition-siderophore_transport,WP_010891839.1,31.004,229,118,9,16,228,18,222,3.32e-19,85.9,54.15
seq_101_iron_aquisition-siderophore_transport,WP_002872129.1,30.568,229,119,9,16,228,18,222,4.66e-19,85.5,54.15
seq_101_iron_aquisition-siderophore_transport,WP_009881802.1,30.568,229,119,9,16,228,18,222,1.01e-18,84.7,53.71
seq_101_iron_aquisition-siderophore_transport,WP_002776307.1,32.836,201,123,6,12,206,13,207,3.37e-18,82.4,52.24
seq_101_iron_aquisition-siderophore_transport,WP_002851136.1,28.889,225,141,6,1,214,1,217,9.56e-18,81.3,52.44
seq_101_iron_aquisition-siderophore_transport,WP_002869430.1,29.614,233,144,4,4,219,5,234,9.59e-18,81.3,48.07
seq_101_iron_aquisition-siderophore_transport,WP_002853599.1,29.614,233,144,4,4,219,5,234,9.87e-18,81.3,47.64
seq_101_iron_aquisition-siderophore_transport,WP_011049869.1,29.614,233,144,4,4,219,5,234,1.31e-17,80.9,47.64
seq_101_iron_aquisition-siderophore_transport,WP_002856079.1,30.0,210,128,6,16,214,16,217,1.39e-17,80.9,53.33
seq_101_iron_aquisition-siderophore_transport,WP_010891867.1,32.02,203,126,6,12,208,13,209,1.41e-17,80.5,52.22
seq_101_iron_aquisition-siderophore_transport,WP_002866594.1,30.0,210,128,6,16,214,16,217,1.5e-17,80.5,53.33
seq_101_iron_aquisition-siderophore_transport,WP_002886581.1,29.524,210,129,6,16,214,16,217,4.43e-17,79.3,53.33
seq_101_iron_aquisition-siderophore_transport,WP_002852992.1,29.185,233,145,4,4,219,5,234,1.01e-16,78.2,47.21
seq_101_iron_aquisition-siderophore_transport,AAW34561.1,28.283,198,138,2,20,216,25,219,1.16e-16,77.8,53.03
seq_101_iron_aquisition-siderophore_transport,AHK56919.1,28.283,198,138,2,20,216,30,224,1.23e-16,77.8,53.03
seq_101_iron_aquisition-siderophore_transport,WP_002855252.1,28.283,198,138,2,20,216,22,216,1.35e-16,77.4,53.03
seq_101_iron_aquisition-siderophore_transport,WP_002860769.1,26.695,236,146,5,4,222,333,558,6.38e-16,78.6,50.0
seq_101_iron_aquisition-siderophore_transport,WP_002858782.1,26.695,236,146,5,4,222,333,558,7.87e-16,78.6,50.0
seq_101_iron_aquisition-siderophore_transport,WP_002852965.1,29.5,200,127,4,1,196,1,190,1.46e-13,68.2,50.0
seq_101_iron_aquisition-siderophore_transport,AAW56184.1,36.8,125,69,4,95,217,1,117,1.47e-13,65.5,56.8
seq_101_iron_aquisition-siderophore_transport,EAQ72193.2,29.0,200,128,4,1,196,2,191,5.05e-13,66.6,49.5
seq_101_iron_aquisition-siderophore_transport,WP_002869429.1,29.0,200,128,4,1,196,1,190,5.72e-13,66.6,49.5
seq_101_iron_aquisition-siderophore_transport,WP_002868367.1,26.818,220,145,7,1,215,1,209,1.18e-11,63.9,50.45
seq_101_iron_aquisition-siderophore_transport,ETJ81816.1,33.333,99,60,1,4,102,6,98,1.25e-11,59.7,56.57
seq_101_iron_aquisition-siderophore_transport,WP_012006789.1,28.767,219,142,8,1,215,1,209,1.3e-11,63.9,51.6
seq_101_iron_aquisition-siderophore_transport,WP_002867877.1,26.818,220,145,7,1,215,1,209,1.56e-11,63.5,50.45
seq_101_iron_aquisition-siderophore_transport,ETJ82550.1,31.527,203,108,8,1,196,1,179,8.64e-11,61.2,50.74
seq_101_iron_aquisition-siderophore_transport,WP_002856890.1,31.683,202,109,7,1,196,330,508,1.81e-10,61.6,49.5
seq_101_iron_aquisition-siderophore_transport,WP_002856890.1,24.823,282,147,11,1,239,3,262,1.57e-06,48.9,43.26
seq_101_iron_aquisition-siderophore_transport,WP_002796878.1,24.336,226,125,6,1,196,1,210,3.27e-08,53.9,43.81
seq_101_iron_aquisition-siderophore_transport,WP_002796878.1,25.592,211,129,7,9,214,322,509,9.46e-08,52.4,46.45
seq_101_iron_aquisition-siderophore_transport,WP_002866019.1,24.336,226,125,6,1,196,1,210,5.58e-08,53.1,43.81
seq_101_iron_aquisition-siderophore_transport,WP_002866019.1,25.592,211,129,8,9,214,322,509,1.4e-07,52.0,47.87
seq_101_iron_aquisition-siderophore_transport,WP_002858735.1,26.066,211,128,8,9,214,322,509,8.1e-08,52.8,47.87
seq_101_iron_aquisition-siderophore_transport,WP_002858735.1,24.336,226,125,6,1,196,1,210,1.09e-07,52.4,43.36
seq_101_iron_aquisition-siderophore_transport,WP_011049804.1,30.108,186,102,6,16,196,346,508,3.93e-07,50.8,48.39
seq_101_iron_aquisition-siderophore_transport,WP_011049804.1,23.913,276,141,10,9,239,11,262,7.55e-07,49.7,43.84
seq_101_iron_aquisition-siderophore_transport,ETJ82665.1,24.793,242,128,8,9,214,11,234,7.25e-07,49.3,42.15
seq_101_iron_aquisition-siderophore_transport,WP_002852425.1,29.57,186,103,6,16,196,346,508,1.83e-06,48.5,47.85
seq_101_iron_aquisition-siderophore_transport,WP_002852425.1,23.592,284,148,10,1,239,3,262,2.93e-06,47.8,43.31
seq_101_iron_aquisition-siderophore_transport,WP_002865923.1,24.542,273,143,10,9,239,11,262,1.99e-06,48.5,42.86
seq_101_iron_aquisition-siderophore_transport,WP_002865923.1,29.412,187,102,7,16,196,346,508,3.64e-06,47.8,49.2
seq_101_iron_aquisition-siderophore_transport,ETJ81817.1,36.0,100,62,2,121,218,1,100,3.6e-06,46.2,63.0
seq_101_iron_aquisition-siderophore_transport,AAX99097.1,33.871,62,41,0,1,62,1,62,1.38e-05,42.4,58.06
seq_101_iron_aquisition-siderophore_transport,WP_002867790.1,35.484,62,31,1,4,56,29,90,0.004,37.7,54.84
seq_101_iron_aquisition-siderophore_transport,WP_002865879.1,35.484,62,31,1,4,56,29,90,0.005,37.4,54.84
seq_101_iron_aquisition-siderophore_transport,WP_002858743.1,35.484,62,31,1,4,56,29,90,0.008,37.0,54.84
seq_101_iron_aquisition-siderophore_transport,AAW35050.1,47.5,40,21,0,17,56,11,50,0.009,36.6,65.0
seq_102_iron_storage,WP_002852256.1,99.401,167,1,0,1,167,1,167,2.9200000000000003e-123,342.0,100.0
seq_103_iron_aquisition-siderophore_synthesis,WP_002865171.1,99.576,236,1,0,1,236,1,236,1.3e-171,469.0,100.0
seq_103_iron_aquisition-siderophore_synthesis,WP_002866868.1,98.729,236,3,0,1,236,1,236,8.15e-170,465.0,99.58
seq_103_iron_aquisition-siderophore_synthesis,WP_002922491.1,98.305,236,4,0,1,236,1,236,5.2e-169,463.0,99.15
seq_103_iron_aquisition-siderophore_synthesis,WP_011050003.1,97.881,236,5,0,1,236,1,236,2.31e-168,461.0,99.15
seq_103_iron_aquisition-siderophore_synthesis,ABV53076.1,98.649,222,3,0,15,236,1,222,5.23e-161,442.0,100.0
seq_103_iron_aquisition-siderophore_synthesis,ETN90338.1,98.198,222,4,0,15,236,1,222,2.9300000000000005e-160,440.0,99.55
seq_103_iron_aquisition-siderophore_synthesis,WP_002866826.1,27.778,234,140,8,1,217,2,223,2.2e-15,72.0,49.57
seq_103_iron_aquisition-siderophore_synthesis,WP_002816233.1,32.743,226,114,11,22,235,24,223,9.58e-14,66.6,48.23
seq_103_iron_aquisition-siderophore_synthesis,WP_004308379.1,32.301,226,115,11,22,235,24,223,1.47e-13,66.2,48.23
seq_104_iron_aquisition-siderophore_transport,ABV52018.1,99.065,107,1,0,1,107,83,189,4.3900000000000003e-70,219.0,99.07
seq_104_iron_aquisition-siderophore_transport,WP_032603130.1,99.065,107,1,0,1,107,77,183,4.61e-70,219.0,99.07
seq_104_iron_aquisition-siderophore_transport,WP_030123215.1,99.065,107,1,0,1,107,77,183,5.940000000000001e-70,219.0,99.07
seq_104_iron_aquisition-siderophore_transport,ETJ84331.1,99.065,107,1,0,1,107,83,189,6.530000000000001e-70,219.0,99.07
seq_104_iron_aquisition-siderophore_transport,EAQ73281.2,99.065,107,1,0,1,107,97,203,7.020000000000001e-70,219.0,99.07
seq_104_iron_aquisition-siderophore_transport,WP_011049775.1,52.381,105,48,2,3,107,80,182,1.36e-29,108.0,73.33
seq_104_iron_aquisition-siderophore_transport,WP_010891883.1,52.381,105,48,2,3,107,80,182,1.37e-29,108.0,73.33
seq_104_iron_aquisition-siderophore_transport,WP_002868835.1,66.667,33,11,0,50,82,129,161,6.1e-07,44.3,72.73
seq_104_iron_aquisition-siderophore_transport,WP_002851294.1,66.667,33,11,0,50,82,129,161,6.16e-07,44.3,72.73
seq_104_iron_aquisition-siderophore_transport,WP_002866591.1,66.667,33,11,0,50,82,129,161,6.22e-07,44.3,72.73
seq_104_iron_aquisition-siderophore_transport,WP_011050005.1,63.636,33,12,0,50,82,132,164,1.77e-06,42.7,72.73
seq_105_iron_aquisition-siderophore_transport,ABV52018.1,96.042,480,18,1,1,479,211,690,0.0,951.0,97.71
seq_105_iron_aquisition-siderophore_transport,WP_032603130.1,96.042,480,18,1,1,479,205,684,0.0,949.0,97.71
seq_105_iron_aquisition-siderophore_transport,EAQ73281.2,95.0,480,23,1,1,479,225,704,0.0,916.0,96.25
seq_105_iron_aquisition-siderophore_transport,ETJ84331.1,95.0,480,23,1,1,479,211,690,0.0,915.0,96.25
seq_105_iron_aquisition-siderophore_transport,WP_030123215.1,95.0,480,23,1,1,479,205,684,0.0,915.0,96.25
seq_105_iron_aquisition-siderophore_transport,WP_011049775.1,30.739,501,285,19,19,479,218,696,2.75e-49,177.0,48.5
seq_105_iron_aquisition-siderophore_transport,WP_010891883.1,29.94,501,289,18,19,479,218,696,3.52e-49,177.0,48.9
seq_106_iron_aquisition-siderophore_transport_potential,WP_002867816.1,98.842,259,3,0,1,259,1,259,0.0,511.0,99.23
seq_106_iron_aquisition-siderophore_transport_potential,WP_002859784.1,98.069,259,5,0,1,259,1,259,0.0,507.0,98.84
seq_106_iron_aquisition-siderophore_transport_potential,WP_002876984.1,97.297,259,7,0,1,259,1,259,0.0,504.0,98.07
seq_106_iron_aquisition-siderophore_transport_potential,WP_002868764.1,96.525,259,9,0,1,259,1,259,0.0,502.0,98.07
seq_106_iron_aquisition-siderophore_transport_potential,WP_012006621.1,96.911,259,8,0,1,259,1,259,0.0,502.0,97.68
seq_107_iron_aquisition-siderophore_transport,WP_010891838.1,98.876,267,3,0,1,267,1,267,0.0,512.0,99.63
seq_107_iron_aquisition-siderophore_transport,WP_014516903.1,98.502,267,4,0,1,267,1,267,0.0,510.0,98.88
seq_107_iron_aquisition-siderophore_transport,WP_002857348.1,97.378,267,7,0,1,267,1,267,0.0,507.0,98.88
seq_107_iron_aquisition-siderophore_transport,WP_002851986.1,97.753,267,6,0,1,267,1,267,0.0,506.0,98.13
seq_107_iron_aquisition-siderophore_transport,WP_002860605.1,97.753,267,6,0,1,267,1,267,0.0,506.0,98.13
seq_108_iron_aquisition-siderophore_transport,WP_002864655.1,100.0,296,0,0,1,296,1,296,0.0,602.0,100.0
seq_108_iron_aquisition-siderophore_transport,WP_011049595.1,98.986,296,3,0,1,296,1,296,0.0,596.0,99.66
seq_108_iron_aquisition-siderophore_transport,WP_002858739.1,98.649,296,4,0,1,296,1,296,0.0,595.0,99.32
seq_108_iron_aquisition-siderophore_transport,WP_014516905.1,96.959,296,9,0,1,296,1,296,0.0,585.0,98.65
seq_108_iron_aquisition-siderophore_transport,WP_002866753.1,96.622,296,8,1,1,296,1,294,0.0,578.0,97.97
seq_108_iron_aquisition-siderophore_transport,ETN90170.1,98.649,222,3,0,75,296,1,222,4.53e-163,450.0,99.1
seq_108_iron_aquisition-siderophore_transport,ETN90171.1,95.556,45,2,0,1,45,1,45,1.7199999999999998e-23,88.6,97.78
seq_109_iron_aquisition-siderophore_transport,WP_030123215.1,100.0,75,0,0,1,75,77,151,5.54e-46,153.0,100.0
seq_109_iron_aquisition-siderophore_transport,ABV52018.1,100.0,75,0,0,1,75,83,157,5.64e-46,153.0,100.0
seq_109_iron_aquisition-siderophore_transport,ETJ84331.1,100.0,75,0,0,1,75,83,157,5.6999999999999995e-46,153.0,100.0
seq_109_iron_aquisition-siderophore_transport,WP_032603130.1,100.0,75,0,0,1,75,77,151,5.9499999999999994e-46,152.0,100.0
seq_109_iron_aquisition-siderophore_transport,EAQ73281.2,100.0,75,0,0,1,75,97,171,6.18e-46,153.0,100.0
seq_109_iron_aquisition-siderophore_transport,WP_011049775.1,57.534,73,30,1,3,75,80,151,7.230000000000001e-22,85.1,76.71
seq_109_iron_aquisition-siderophore_transport,WP_010891883.1,57.534,73,30,1,3,75,80,151,7.67e-22,85.1,76.71
seq_109_iron_aquisition-siderophore_transport,WP_002868835.1,57.692,26,11,0,50,75,129,154,0.014,30.4,65.38
seq_109_iron_aquisition-siderophore_transport,WP_002866591.1,57.692,26,11,0,50,75,129,154,0.015,30.4,65.38
seq_109_iron_aquisition-siderophore_transport,WP_002851294.1,57.692,26,11,0,50,75,129,154,0.016,30.4,65.38
seq_109_iron_aquisition-siderophore_transport,WP_011050005.1,53.846,26,12,0,50,75,132,157,0.034,29.3,65.38
seq_110_iron_aquisition-siderophore_transport,ETJ84331.1,95.89,146,6,0,1,146,397,542,3.5700000000000004e-97,292.0,97.95
seq_110_iron_aquisition-siderophore_transport,WP_030123215.1,95.89,146,6,0,1,146,391,536,3.69e-97,291.0,97.95
seq_110_iron_aquisition-siderophore_transport,EAQ73281.2,95.89,146,6,0,1,146,411,556,5.98e-97,291.0,97.95
seq_110_iron_aquisition-siderophore_transport,WP_032603130.1,89.726,146,15,0,1,146,391,536,4.7999999999999997e-91,276.0,94.52
seq_110_iron_aquisition-siderophore_transport,ABV52018.1,89.726,146,15,0,1,146,397,542,5.18e-91,276.0,94.52
seq_110_iron_aquisition-siderophore_transport,WP_011049775.1,42.466,146,79,3,1,142,405,549,1.4e-29,110.0,58.9
seq_110_iron_aquisition-siderophore_transport,WP_010891883.1,39.041,146,84,3,1,142,405,549,4.44e-27,103.0,58.22
seq_111_iron_aquisition-siderophore_transport,WP_014516903.1,100.0,267,0,0,1,267,1,267,0.0,516.0,100.0
seq_111_iron_aquisition-siderophore_transport,WP_002857348.1,98.876,267,3,0,1,267,1,267,0.0,513.0,100.0
seq_111_iron_aquisition-siderophore_transport,WP_002851986.1,99.251,267,2,0,1,267,1,267,0.0,512.0,99.25
seq_111_iron_aquisition-siderophore_transport,WP_002860605.1,99.251,267,2,0,1,267,1,267,0.0,511.0,99.25
seq_111_iron_aquisition-siderophore_transport,WP_010891838.1,98.127,267,5,0,1,267,1,267,0.0,510.0,99.25
seq_112_iron_aquisition-siderophore_transport,WP_002858739.1,99.324,296,2,0,1,296,1,296,0.0,596.0,99.32
seq_112_iron_aquisition-siderophore_transport,WP_002864655.1,98.649,296,4,0,1,296,1,296,0.0,595.0,99.32
seq_112_iron_aquisition-siderophore_transport,WP_011049595.1,98.311,296,5,0,1,296,1,296,0.0,594.0,99.66
seq_112_iron_aquisition-siderophore_transport,WP_014516905.1,96.959,296,9,0,1,296,1,296,0.0,584.0,98.65
seq_112_iron_aquisition-siderophore_transport,WP_002866753.1,96.622,296,8,1,1,296,1,294,0.0,577.0,97.97
seq_112_iron_aquisition-siderophore_transport,ETN90170.1,99.099,222,2,0,75,296,1,222,3.19e-163,450.0,99.1
seq_112_iron_aquisition-siderophore_transport,ETN90171.1,97.778,45,1,0,1,45,1,45,7.42e-24,89.4,97.78
seq_113_iron_aquisition-siderophore_transport,EAQ73281.2,99.415,171,1,0,1,171,1,171,3.39e-115,340.0,100.0
seq_113_iron_aquisition-siderophore_transport,ABV52018.1,98.726,157,2,0,15,171,1,157,5.16e-105,313.0,100.0
seq_113_iron_aquisition-siderophore_transport,ETJ84331.1,98.726,157,2,0,15,171,1,157,5.94e-105,313.0,100.0
seq_113_iron_aquisition-siderophore_transport,WP_032603130.1,99.338,151,1,0,21,171,1,151,5.23e-101,303.0,100.0
seq_113_iron_aquisition-siderophore_transport,WP_030123215.1,99.338,151,1,0,21,171,1,151,5.7e-101,303.0,100.0
seq_113_iron_aquisition-siderophore_transport,WP_010891883.1,50.336,149,68,3,28,171,4,151,1.4799999999999998e-42,148.0,72.48
seq_113_iron_aquisition-siderophore_transport,WP_011049775.1,49.664,149,69,3,28,171,4,151,2.94e-42,147.0,72.48
seq_113_iron_aquisition-siderophore_transport,WP_002866591.1,32.075,159,86,6,23,171,8,154,8.55e-10,54.7,47.8
seq_113_iron_aquisition-siderophore_transport,WP_011050005.1,31.447,159,87,6,23,171,11,157,1.34e-09,53.9,48.43
seq_113_iron_aquisition-siderophore_transport,WP_002868835.1,31.447,159,87,6,23,171,8,154,4.81e-09,52.4,47.17
seq_113_iron_aquisition-siderophore_transport,WP_002851294.1,30.818,159,88,6,23,171,8,154,4.05e-08,49.7,46.54
seq_114_iron_aquisition-siderophore_transport,EAQ73281.2,98.864,264,3,0,1,264,411,674,0.0,541.0,99.62
seq_114_iron_aquisition-siderophore_transport,ETJ84331.1,98.864,264,3,0,1,264,397,660,0.0,541.0,99.62
seq_114_iron_aquisition-siderophore_transport,WP_030123215.1,98.864,264,3,0,1,264,391,654,0.0,541.0,99.62
seq_114_iron_aquisition-siderophore_transport,WP_032603130.1,95.455,264,12,0,1,264,391,654,0.0,526.0,97.73
seq_114_iron_aquisition-siderophore_transport,ABV52018.1,95.455,264,12,0,1,264,397,660,0.0,526.0,97.73
seq_114_iron_aquisition-siderophore_transport,WP_011049775.1,35.496,262,158,5,3,259,407,662,1.1500000000000001e-43,154.0,56.11
seq_114_iron_aquisition-siderophore_transport,WP_010891883.1,34.231,260,160,5,3,257,407,660,1.23e-41,149.0,55.38
seq_115_iron_aquisition-siderophore_transport,WP_002851986.1,98.502,267,4,0,1,267,1,267,0.0,512.0,99.63
seq_115_iron_aquisition-siderophore_transport,WP_002860605.1,98.502,267,4,0,1,267,1,267,0.0,512.0,99.63
seq_115_iron_aquisition-siderophore_transport,WP_014516903.1,98.502,267,4,0,1,267,1,267,0.0,511.0,99.63
seq_115_iron_aquisition-siderophore_transport,WP_002857348.1,97.378,267,7,0,1,267,1,267,0.0,508.0,99.63
seq_115_iron_aquisition-siderophore_transport,WP_010891838.1,98.127,267,5,0,1,267,1,267,0.0,507.0,98.88
seq_116_iron_aquisition-siderophore_transport,WP_002858539.1,99.532,641,3,0,1,641,1,641,0.0,1278.0,99.69
seq_116_iron_aquisition-siderophore_transport,WP_011049744.1,99.532,641,3,0,1,641,1,641,0.0,1277.0,99.69
seq_116_iron_aquisition-siderophore_transport,WP_002856958.1,98.752,641,8,0,1,641,1,641,0.0,1268.0,99.22
seq_116_iron_aquisition-siderophore_transport,WP_002866478.1,98.284,641,11,0,1,641,1,641,0.0,1265.0,99.22
seq_116_iron_aquisition-siderophore_transport,WP_002860103.1,47.17,212,109,1,1,212,6,214,1.01e-58,194.0,69.34
seq_116_iron_aquisition-siderophore_transport,ADN91790.1,47.17,212,109,1,1,212,5,213,1.03e-58,194.0,69.34
seq_116_iron_aquisition-siderophore_transport,WP_079254165.1,46.698,212,110,1,1,212,6,214,3.9400000000000004e-58,192.0,68.87
seq_116_iron_aquisition-siderophore_transport,ABV53162.1,46.698,212,110,1,1,212,5,213,4.15e-58,192.0,68.87
seq_116_iron_aquisition-siderophore_transport,WP_011050014.1,46.698,212,110,1,1,212,6,214,5.5500000000000004e-58,192.0,68.87
seq_116_iron_aquisition-siderophore_transport,WP_002865902.1,36.864,236,134,5,1,224,1,233,3.88e-36,133.0,58.9
seq_116_iron_aquisition-siderophore_transport,WP_002853259.1,36.864,236,134,5,1,224,1,233,6.04e-36,133.0,58.9
seq_116_iron_aquisition-siderophore_transport,AAW35106.1,36.406,217,134,3,4,218,6,220,3.07e-35,131.0,59.45
seq_116_iron_aquisition-siderophore_transport,ABV52041.1,35.945,217,135,3,4,218,6,220,1.42e-34,129.0,59.45
seq_116_iron_aquisition-siderophore_transport,WP_002856849.1,33.333,312,176,9,1,285,1,307,1.49e-34,132.0,54.49
seq_116_iron_aquisition-siderophore_transport,WP_002858600.1,35.945,217,135,3,4,218,6,220,1.66e-34,129.0,59.45
seq_116_iron_aquisition-siderophore_transport,WP_002893140.1,33.333,312,176,9,1,285,1,307,1.69e-34,131.0,54.49
seq_116_iron_aquisition-siderophore_transport,WP_002852619.1,33.333,312,176,9,1,285,1,307,1.88e-34,131.0,54.49
seq_116_iron_aquisition-siderophore_transport,AAA02918.1,36.441,236,135,5,1,224,1,233,3.3699999999999998e-34,128.0,58.05
seq_116_iron_aquisition-siderophore_transport,WP_002856856.1,36.245,229,142,3,1,227,1,227,3.61e-34,128.0,58.95
seq_116_iron_aquisition-siderophore_transport,WP_011049810.1,36.564,227,140,3,1,225,1,225,6.6999999999999995e-34,127.0,59.03
seq_116_iron_aquisition-siderophore_transport,WP_002877347.1,36.123,227,141,3,1,225,1,225,9.73e-34,127.0,59.03
seq_116_iron_aquisition-siderophore_transport,WP_002858785.1,36.123,227,141,3,1,225,1,225,1.04e-33,127.0,59.03
seq_116_iron_aquisition-siderophore_transport,WP_002866826.1,35.443,237,125,6,1,216,1,230,4.2700000000000004e-33,128.0,53.59
seq_116_iron_aquisition-siderophore_transport,ETJ84600.1,32.997,297,167,9,16,285,1,292,1.81e-31,122.0,54.21
